director,stars
John Boorman,"('Nigel Terry',), ('Helen Mirren',), ('Nicholas Clay',), ('Cherie Lunghi',)"
Federico Fellini,"('Anthony Quinn',), ('Giulietta Masina',), ('Richard Basehart',), ('Aldo Silvani',)"
Jim Jarmusch,"('Bill Murray',), ('Tom Waits',), ('Roberto Benigni',), ('RZA',)"
Otto Preminger,"('James Stewart',), ('Lee Remick',), ('Ben Gazzara',), (""Arthur O'Connell"",)"
Mimi Leder,"('George Clooney',), ('Nicole Kidman',), ('Marcel Iures',), ('Aleksandr Baluev',)"
Chris Columbus,"('Julia Roberts',), ('Susan Sarandon',), ('Ed Harris',), ('Jena Malone',)"
Peter Segal,"('Robert De Niro',), ('Sylvester Stallone',), ('Kim Basinger',), ('Alan Arkin',)"
John Carpenter,"('Adrienne Barbeau',), ('Jamie Lee Curtis',), ('Janet Leigh',), ('John Houseman',)"
Ang Lee,"('Kevin Kline',), ('Joan Allen',), ('Sigourney Weaver',), ('Henry Czerny',)"
Charles Herman-Wurmfeld,"('Reese Witherspoon',), ('Sally Field',), ('Bob Newhart',), ('Regina King',)"
Peter Yates,"('Steve McQueen',), ('Jacqueline Bisset',), ('Robert Vaughn',), ('Don Gordon',)"
Nick Murphy,"('Rebecca Hall',), ('Dominic West',), ('Imelda Staunton',), ('Lucy Cohu',)"
Stephen Hopkins,"('Michael Douglas',), ('Val Kilmer',), ('Tom Wilkinson',), ('John Kani',)"
Danny DeVito,"('Ben Stiller',), ('Drew Barrymore',), ('Eileen Essell',), ('Harvey Fierstein',)"
Alfred Hitchcock,"('Cary Grant',), ('Grace Kelly',), ('Jessie Royce Landis',), ('John Williams',)"
Roger Kumble,"('Cameron Diaz',), ('Thomas Jane',), ('Christina Applegate',), ('Lillian Adams',)"
Jim Abrahams,"('David Zucker',), ('Jerry Zucker',), ('Val Kilmer',), ('Omar Sharif',)"
Jim Sheridan,"('Daniel Craig',), ('Rachel Weisz',), ('Naomi Watts',), ('Elias Koteas',)"
Francis Ford Coppola,"('Matt Damon',), ('Danny DeVito',), ('Claire Danes',), ('Jon Voight',)"
Julian Jarrold,"('Anne Hathaway',), ('James McAvoy',), ('Julie Walters',), ('James Cromwell',)"
Barry Sonnenfeld,"('Robin Williams',), ('Cheryl Hines',), ('Kristin Chenoweth',), ('JoJo',)"
Goran Dukic,"('Patrick Fugit',), ('Shea Whigham',), ('Tom Waits',), ('Will Arnett',)"
Sam Mendes,"('John Krasinski',), ('Maya Rudolph',), ('Allison Janney',), ('Carmen Ejogo',)"
Lawrence Guterman,"('Alec Baldwin',), ('Tobey Maguire',), ('Jeff Goldblum',), ('Elizabeth Perkins',)"
Jeremiah S. Chechik,"('Johnny Depp',), ('Mary Stuart Masterson',), ('Aidan Quinn',), ('Julianne Moore',)"
Park Chan-wook,"('Song Kang-ho',), ('Shin Ha-kyun',), ('Bae Doona',), ('Ji-Eun Lim',)"
Cory Edwards,"('Todd Edwards',), ('Tony Leech',), ('Anne Hathaway',), ('Glenn Close',)"
Terry Gilliam,"('Sean Connery',), ('Shelley Duvall',), ('John Cleese',), ('Katherine Helmond',)"
Carl Franklin,"('Denzel Washington',), ('Sanaa Lathan',), ('Eva Mendes',), ('Dean Cain',)"
Christopher Guest,"('Fred Willard',), ('Eugene Levy',), (""Catherine O'Hara"",), ('Jennifer Coolidge',)"
John Moore,"('Dennis Quaid',), ('Miranda Otto',), ('Giovanni Ribisi',), ('Tyrese Gibson',)"
Joe Swanberg,"('Olivia Wilde',), ('Jake Johnson',), ('Anna Kendrick',), ('Ron Livingston',)"
Joel Schumacher,"('Susan Sarandon',), ('Tommy Lee Jones',), ('Brad Renfro',), ('Mary-Louise Parker',)"
Howard Deutch,"('Bruce Willis',), ('Matthew Perry',), ('Natasha Henstridge',), ('Amanda Peet',)"
Ridley Scott,"('Tom Cruise',), ('Mia Sara',), ('Tim Curry',), ('David Bennent',)"
James Ivory,"('Anthony Hopkins',), ('Emma Thompson',), ('John Haycraft',), ('Christopher Reeve',)"
Jimmy Hayward,"('Josh Brolin',), ('Megan Fox',), ('John Malkovich',), ('Michael Fassbender',)"
J.C. Chandor,"('Oscar Isaac',), ('Jessica Chastain',), ('David Oyelowo',), ('Alessandro Nivola',)"
David Michôd,"('James Frecheville',), ('Guy Pearce',), ('Joel Edgerton',), ('Bryce Lindemann',)"
Jason Winer,"('Russell Brand',), ('Helen Mirren',), ('Jennifer Garner',), ('Greta Gerwig',)"
Patrick Lussier,"('Jensen Ackles',), ('Jaime King',), ('Kerr Smith',), ('Betsy Rue',)"
Alan J. Pakula,"('Harrison Ford',), ('Brad Pitt',), ('Margaret Colin',), ('Rubén Blades',)"
Dario Argento,"('Jessica Harper',), ('Stefania Casini',), ('Flavio Bucci',), ('Miguel Bosé',)"
Michael Bay,"('John Krasinski',), ('Pablo Schreiber',), ('James Badge Dale',), ('David Denman',)"
Max Nichols,"('Miles Teller',), ('Lio Tipton',), ('Jessica Szohr',), ('Kid Cudi',)"
Danny Boyle,"('Kerry Fox',), ('Christopher Eccleston',), ('Ewan McGregor',), ('Ken Stott',)"
Rand Ravich,"('Charlize Theron',), ('Johnny Depp',), ('Joe Morton',), ('Clea DuVall',)"
Neil Marshall,"('Sean Pertwee',), ('Kevin McKidd',), ('Emma Cleasby',), ('Liam Cunningham',)"
Shimit Amin,"('Shah Rukh Khan',), ('Vidya Malvade',), ('Sagarika Ghatge',), ('Shilpa Shukla',)"
Rob Cohen,"('Josh Lucas',), ('Jessica Biel',), ('Jamie Foxx',), ('Sam Shepard',)"
Jorge R. Gutiérrez,"('Diego Luna',), ('Zoe Saldana',), ('Channing Tatum',), ('Ron Perlman',)"
Anurag Kashyap,"('Manoj Bajpayee',), ('Richa Chadha',), ('Nawazuddin Siddiqui',), ('Tigmanshu Dhulia',)"
Sam Peckinpah,"('Dustin Hoffman',), ('Susan George',), ('Peter Vaughan',), ('T.P. McKenna',)"
Scott Speer,"('Kathryn McCormick',), ('Ryan Guzman',), ('Cleopatra Coleman',), ('Misha Gabriel Hamilton',)"
Pedro Almodóvar,"('Gael García Bernal',), ('Fele Martínez',), ('Javier Cámara',), ('Daniel Giménez Cacho',)"
William Malone,"('Geoffrey Rush',), ('Famke Janssen',), ('Taye Diggs',), ('Peter Gallagher',)"
Richard Linklater,"('Jack Black',), ('Shirley MacLaine',), ('Matthew McConaughey',), ('Brady Coleman',)"
Gaspar Noé,"('Nathaniel Brown',), ('Paz de la Huerta',), ('Cyril Roy',), ('Olly Alexander',)"
Kevin Reynolds,"('James Franco',), ('Sophia Myles',), ('Rufus Sewell',), (""David O'Hara"",)"
Robert Redford,"('Will Smith',), ('Matt Damon',), ('Charlize Theron',), ('Bruce McGill',)"
Alfred Hitchcock,"('Teresa Wright',), ('Joseph Cotten',), ('Macdonald Carey',), ('Henry Travers',)"
Philip Kaufman,"('Sam Shepard',), ('Scott Glenn',), ('Ed Harris',), ('Dennis Quaid',)"
Woody Allen,"('Colin Firth',), ('Emma Stone',), ('Marcia Gay Harden',), ('Hamish Linklater',)"
Roger Donaldson,"('Kevin Costner',), ('Bruce Greenwood',), ('Shawn Driscoll',), ('Drake Cook',)"
Gavin Wiesen,"('Freddie Highmore',), ('Emma Roberts',), ('Michael Angarano',), ('Sasha Spielberg',)"
Scott Wiper,"('Steve Austin',), ('Vinnie Jones',), ('Nathan Jones',), ('Robert Mammone',)"
Lisa Azuelos,"('Miley Cyrus',), ('Douglas Booth',), ('Ashley Greene',), ('Demi Moore',)"
Victor Salva,"('Jonathan Breck',), ('Ray Wise',), ('Nicki Aycox',), ('Garikayi Mutambirwa',)"
Fisher Stevens,"('Al Pacino',), ('Christopher Walken',), ('Alan Arkin',), ('Julianna Margulies',)"
Frank Darabont,"('Jim Carrey',), ('Martin Landau',), ('Bob Balaban',), ('Jeffrey DeMunn',)"
Paul McGuigan,"('Josh Hartnett',), ('Diane Kruger',), ('Matthew Lillard',), ('Rose Byrne',)"
Walter Salles,"('Jennifer Connelly',), ('Ariel Gade',), ('John C. Reilly',), ('Tim Roth',)"
Michael Cristofer,"('Antonio Banderas',), ('Angelina Jolie',), ('Thomas Jane',), ('Jack Thompson',)"
Renny Harlin,"('Kellan Lutz',), ('Gaia Weiss',), ('Scott Adkins',), ('Roxanne McKee',)"
Jean-Marc Vallée,"('Emily Blunt',), ('Rupert Friend',), ('Paul Bettany',), ('Miranda Richardson',)"
Edward Norton,"('Ben Stiller',), ('Edward Norton',), ('Jenna Elfman',), ('Anne Bancroft',)"
Howard Hawks,"('Katharine Hepburn',), ('Cary Grant',), ('Charles Ruggles',), ('Walter Catlett',)"
Robert Rodriguez,"('Alexa PenaVega',), ('Daryl Sabara',), ('Antonio Banderas',), ('Carla Gugino',)"
Philip Kaufman,"('Geoffrey Rush',), ('Kate Winslet',), ('Joaquin Phoenix',), ('Michael Caine',)"
Ken Kwapis,"('Amber Tamblyn',), ('Alexis Bledel',), ('America Ferrera',), ('Blake Lively',)"
Cristian Mungiu,"('Anamaria Marinca',), ('Laura Vasiliu',), ('Vlad Ivanov',), ('Alexandru Potocean',)"
Ron Howard,"('Don Ameche',), ('Wilford Brimley',), ('Hume Cronyn',), ('Brian Dennehy',)"
David Cronenberg,"('Christopher Walken',), ('Brooke Adams',), ('Tom Skerritt',), ('Herbert Lom',)"
Yorgos Lanthimos,"('Christos Stergioglou',), ('Michele Valley',), ('Angeliki Papoulia',), ('Christos Passalis',)"
Frank Coraci,"('Kevin James',), ('Rosario Dawson',), ('Leslie Bibb',), ('Ken Jeong',)"
John Schlesinger,"('Dustin Hoffman',), ('Laurence Olivier',), ('Roy Scheider',), ('William Devane',)"
Emir Kusturica,"(""Predrag 'Miki' Manojlovic"",), ('Lazar Ristovski',), ('Mirjana Jokovic',), ('Slavko Stimac',)"
Stephen Herek,"('Emilio Estevez',), ('Joss Ackland',), ('Lane Smith',), ('Heidi Kling',)"
Bobby Farrelly,"('Peter Farrelly',), ('Matt Damon',), ('Greg Kinnear',), ('Eva Mendes',)"
Nick Castle,"('Walter Matthau',), ('Mason Gamble',), ('Joan Plowright',), ('Christopher Lloyd',)"
Peter Hyams,"('Jean-Claude Van Damme',), ('Mia Sara',), ('Ron Silver',), ('Bruce McGill',)"
Henry Koster,"('James Stewart',), ('Wallace Ford',), ('William H. Lynn',), ('Victoria Horne',)"
Roger Avary,"('James Van Der Beek',), ('Ian Somerhalder',), ('Shannyn Sossamon',), ('Jessica Biel',)"
Billy Wilder,"('Humphrey Bogart',), ('Audrey Hepburn',), ('William Holden',), ('Walter Hampden',)"
Stanley Kramer,"('Spencer Tracy',), ('Burt Lancaster',), ('Richard Widmark',), ('Marlene Dietrich',)"
Walter Hill,"('Bruce Willis',), ('Bruce Dern',), ('William Sanderson',), ('Christopher Walken',)"
Paul W.S. Anderson,"('Kurt Russell',), ('Jason Scott Lee',), ('Jason Isaacs',), ('Connie Nielsen',)"
Krzysztof Kieslowski,"('Zbigniew Zamachowski',), ('Julie Delpy',), ('Janusz Gajos',), ('Jerzy Stuhr',)"
Lasse Hallström,"('Heath Ledger',), ('Sienna Miller',), ('Jeremy Irons',), ('Oliver Platt',)"
Kar-Wai Wong,"('Norah Jones',), ('Jude Law',), ('Natalie Portman',), ('Chad R. Davis',)"
Roger Donaldson,"('Anthony Hopkins',), ('Diane Ladd',), ('Iain Rea',), ('Tessa Mitchell',)"
David Mirkin,"('Sigourney Weaver',), ('Jennifer Love Hewitt',), ('Gene Hackman',), ('Ray Liotta',)"
Armando Iannucci,"('Tom Hollander',), ('Peter Capaldi',), ('James Gandolfini',), ('Harry Hadden-Paton',)"
Christophe Barratier,"('Gérard Jugnot',), ('François Berléand',), ('Jean-Baptiste Maunier',), ('Kad Merad',)"
David Moreau,"('Xavier Palud',), ('Jessica Alba',), ('Alessandro Nivola',), ('Parker Posey',)"
Joe Wright,"('Jamie Foxx',), ('Robert Downey Jr.',), ('Catherine Keener',), ('Tom Hollander',)"
Roland Joffé,"('Robert De Niro',), ('Jeremy Irons',), ('Ray McAnally',), ('Aidan Quinn',)"
John Cornell,"('Paul Hogan',), ('Linda Kozlowski',), ('John Meillon',), ('Ernie Dingo',)"
Donald Petrie,"('Lindsay Lohan',), ('Chris Pine',), ('Samaire Armstrong',), ('Bree Turner',)"
Michael Haneke,"('Susanne Lothar',), ('Ulrich Mühe',), ('Arno Frisch',), ('Frank Giering',)"
Satoshi Kon,"('Megumi Hayashibara',), ('Tôru Emori',), ('Katsunosuke Hori',), ('Tôru Furuya',)"
John Waters,"('Johnny Depp',), ('Ricki Lake',), ('Amy Locane',), ('Susan Tyrrell',)"
Levan Gabriadze,"('Heather Sossaman',), ('Matthew Bohrer',), ('Courtney Halverson',), ('Shelley Hennig',)"
Richard Fleischer,"('Charlton Heston',), ('Edward G. Robinson',), ('Leigh Taylor-Young',), ('Chuck Connors',)"
Woody Allen,"('Colin Farrell',), ('Ewan McGregor',), ('Hayley Atwell',), ('Peter-Hugo Daly',)"
Kelly Asbury,"('Lorna Cook',), ('Matt Damon',), ('James Cromwell',), ('Daniel Studi',)"
Phil Alden Robinson,"('Robert Redford',), ('Dan Aykroyd',), ('Sidney Poitier',), ('Jo Marr',)"
Spencer Susser,"('Joseph Gordon-Levitt',), ('Devin Brochu',), ('Natalie Portman',), ('Rainn Wilson',)"
Michael Rymer,"('Aaliyah',), ('Stuart Townsend',), ('Marguerite Moreau',), ('Vincent Perez',)"
Andy Fickman,"('Dwayne Johnson',), ('Kyra Sedgwick',), ('Madison Pettis',), ('Roselyn Sanchez',)"
Catherine Hardwicke,"('Heath Ledger',), ('Emile Hirsch',), ('Victor Rasuk',), ('Johnny Knoxville',)"
Noah Baumbach,"('Greta Gerwig',), ('Mickey Sumner',), ('Adam Driver',), ('Michael Zegen',)"
Scott Walker,"('Nicolas Cage',), ('Vanessa Hudgens',), ('John Cusack',), ('Dean Norris',)"
Michael Dowse,"('Topher Grace',), ('Anna Faris',), ('Dan Fogler',), ('Teresa Palmer',)"
Matt Bettinelli-Olpin,"('David Bruckner',), ('Tyler Gillett',), ('Justin Martinez',), ('Glenn McQuaid',)"
Brad Anderson,"('David Caruso',), ('Stephen Gevedon',), ('Paul Guilfoyle',), ('Josh Lucas',)"
Kenny Ortega,"('Zac Efron',), ('Vanessa Hudgens',), ('Ashley Tisdale',), ('Lucas Grabeel',)"
Ellory Elkayem,"('David Arquette',), ('Kari Wuhrer',), ('Scott Terra',), ('Scarlett Johansson',)"
Ron Howard,"('Vince Vaughn',), ('Kevin James',), ('Winona Ryder',), ('Jennifer Connelly',)"
Joe Johnston,"('Billy Campbell',), ('Jennifer Connelly',), ('Alan Arkin',), ('Timothy Dalton',)"
Gregory Hoblit,"('Bruce Willis',), ('Colin Farrell',), ('Terrence Howard',), ('Cole Hauser',)"
Peter Landesman,"('Will Smith',), ('Alec Baldwin',), ('Albert Brooks',), ('David Morse',)"
Nikkhil Advani,"('Preity Zinta',), ('Shah Rukh Khan',), ('Saif Ali Khan',), ('Jaya Bachchan',)"
William Shatner,"('William Shatner',), ('Leonard Nimoy',), ('DeForest Kelley',), ('James Doohan',)"
Barbet Schroeder,"('Sandra Bullock',), ('Ben Chaplin',), ('Ryan Gosling',), ('Michael Pitt',)"
Mike Nichols,"('Jack Nicholson',), ('Michelle Pfeiffer',), ('James Spader',), ('Kate Nelligan',)"
John Badham,"('Ally Sheedy',), ('Steve Guttenberg',), ('Fisher Stevens',), ('Austin Pendleton',)"
Tony Giglio,"('Jason Statham',), ('Ryan Phillippe',), ('Wesley Snipes',), ('Henry Czerny',)"
Charles Shyer,"('Jude Law',), ('Sienna Miller',), ('Susan Sarandon',), ('Renée Taylor',)"
Jack Sholder,"('Robert Englund',), ('Mark Patton',), ('Kim Myers',), ('Robert Rusler',)"
Tim McCanlies,"('Haley Joel Osment',), ('Michael Caine',), ('Robert Duvall',), ('Kyra Sedgwick',)"
Michael Lehmann,"('Bruce Willis',), ('Danny Aiello',), ('Andie MacDowell',), ('James Coburn',)"
Jamie Uys,"('N!xau',), ('Marius Weyers',), ('Sandra Prinsloo',), ('Louw Verwey',)"
Andy Fickman,"('Dwayne Johnson',), ('Carla Gugino',), ('AnnaSophia Robb',), ('Alexander Ludwig',)"
Marco Schnabel,"('Mike Myers',), ('Jessica Alba',), ('Romany Malco',), ('Jessica Simpson',)"
Billy Wilder,"('William Holden',), ('Don Taylor',), ('Otto Preminger',), ('Robert Strauss',)"
Robert Luketic,"('Jennifer Lopez',), ('Michael Vartan',), ('Jane Fonda',), ('Wanda Sykes',)"
Hayao Miyazaki,"('Hideaki Anno',), ('Hidetoshi Nishijima',), ('Miori Takimoto',), ('Masahiko Nishimura',)"
Marcus Dunstan,"('Josh Stewart',), ('Andrea Roth',), ('Juan Fernández',), ('William Prael',)"
Ken Annakin,"('Andrew Marton',), ('Gerd Oswald',), ('Bernhard Wicki',), ('Darryl F. Zanuck',)"
Ted Post,"('Clint Eastwood',), ('Hal Holbrook',), ('Mitchell Ryan',), ('David Soul',)"
Ingmar Bergman,"('Bertil Guve',), ('Pernilla Allwin',), ('Kristina Adolphson',), ('Börje Ahlstedt',)"
Aditya Chopra,"('Shah Rukh Khan',), ('Kajol',), ('Amrish Puri',), ('Farida Jalal',)"
John Hillcoat,"('Ray Winstone',), ('Guy Pearce',), ('Emily Watson',), ('Richard Wilson',)"
John Carpenter,"('Sam Neill',), ('Jürgen Prochnow',), ('Julie Carmen',), ('David Warner',)"
John Lounsbery,"('Wolfgang Reitherman',), ('Art Stevens',), ('Bob Newhart',), ('Eva Gabor',)"
Eli Roth,"('Keanu Reeves',), ('Lorenza Izzo',), ('Ana de Armas',), ('Aaron Burns',)"
Jonathan Glazer,"('Ray Winstone',), ('Ben Kingsley',), ('Ian McShane',), ('Amanda Redman',)"
Alfonso Cuarón,"('Ethan Hawke',), ('Gwyneth Paltrow',), ('Hank Azaria',), ('Chris Cooper',)"
Rob Reiner,"('Michael Douglas',), ('Annette Bening',), ('Martin Sheen',), ('Michael J. Fox',)"
Jeong-beom Lee,"('Won Bin',), ('Kim Sae-ron',), ('Kim Tae-hoon',), ('Kim Hee-won',)"
Jay Roach,"('Bryan Cranston',), ('Diane Lane',), ('Helen Mirren',), ('Louis C.K.',)"
John Carpenter,"('Natasha Henstridge',), ('Ice Cube',), ('Pam Grier',), ('Jason Statham',)"
Nicolas Winding Refn,"('Mads Mikkelsen',), ('Maarten Stevenson',), ('Alexander Morton',), ('Stewart Porter',)"
Rowdy Herrington,"('Patrick Swayze',), ('Kelly Lynch',), ('Sam Elliott',), ('Ben Gazzara',)"
Richard Attenborough,"('Robert Downey Jr.',), ('Geraldine Chaplin',), ('Paul Rhys',), ('John Thaw',)"
Scott Hicks,"('Geoffrey Rush',), ('Armin Mueller-Stahl',), ('Justin Braine',), ('Sonia Todd',)"
Ronny Yu,"('Samuel L. Jackson',), ('Robert Carlyle',), ('Emily Mortimer',), ('Nigel Whitmey',)"
Mike Judge,"('Mike de Seve',), ('Brian Mulroney',), ('Yvette Kaplan',), ('Mike Judge',)"
Woody Allen,"('Martin Landau',), ('Woody Allen',), ('Bill Bernstein',), ('Claire Bloom',)"
Zoya Akhtar,"('Hrithik Roshan',), ('Farhan Akhtar',), ('Abhay Deol',), ('Katrina Kaif',)"
Michael Hoffman,"('James Marsden',), ('Michelle Monaghan',), ('Luke Bracey',), ('Liana Liberato',)"
Amy Heckerling,"('Chevy Chase',), (""Beverly D'Angelo"",), ('Dana Hill',), ('Jason Lively',)"
Brad Anderson,"('Woody Harrelson',), ('Emily Mortimer',), ('Ben Kingsley',), ('Kate Mara',)"
Michael Pressman,"('Paige Turco',), ('David Warner',), ('Michelan Sisti',), ('Leif Tilden',)"
Howard Hawks,"('John Wayne',), ('Dean Martin',), ('Ricky Nelson',), ('Angie Dickinson',)"
Carl Reiner,"('Steve Martin',), ('Bernadette Peters',), ('Catlin Adams',), ('Mabel King',)"
Bill Condon,"('Liam Neeson',), ('Laura Linney',), (""Chris O'Donnell"",), ('Peter Sarsgaard',)"
Steve Miner,"('Bridget Fonda',), ('Bill Pullman',), ('Oliver Platt',), ('Brendan Gleeson',)"
Takashi Miike,"('Tadanobu Asano',), ('Nao Ômori',), (""Shin'ya Tsukamoto"",), ('Paulyn Sun',)"
Jee-woon Kim,"('Lim Soo-jung',), ('Jung-ah Yum',), ('Kim Kap-su',), ('Moon Geun-young',)"
Adam Shankman,"('Steve Martin',), ('Bonnie Hunt',), ('Hilary Duff',), ('Eugene Levy',)"
Simon West,"('John Travolta',), ('Madeleine Stowe',), ('James Cromwell',), ('Timothy Hutton',)"
Lukas Moodysson,"('Alexandra Dahlström',), ('Rebecka Liljeberg',), ('Erica Carlson',), ('Mathias Rust',)"
John Carpenter,"('James Woods',), ('Daniel Baldwin',), ('Sheryl Lee',), ('Thomas Ian Griffith',)"
Sean Penn,"('Jack Nicholson',), ('Benicio Del Toro',), ('Patricia Clarkson',), ('Beau Daniels',)"
Jesse Dylan,"('Method Man',), ('Redman',), ('Obba Babatundé',), ('Mike Epps',)"
Tom Holland,"('Chris Sarandon',), ('William Ragsdale',), ('Amanda Bearse',), ('Roddy McDowall',)"
Christopher Cain,"('Emilio Estevez',), ('Kiefer Sutherland',), ('Lou Diamond Phillips',), ('Charlie Sheen',)"
John Herzfeld,"('Robert De Niro',), ('Edward Burns',), ('Kelsey Grammer',), ('Avery Brooks',)"
Kenneth Branagh,"('Robert De Niro',), ('Kenneth Branagh',), ('Helena Bonham Carter',), ('Tom Hulce',)"
Kelly Asbury,"('James McAvoy',), ('Emily Blunt',), ('Maggie Smith',), ('Ashley Jensen',)"
David Anspaugh,"('Sean Astin',), ('Jon Favreau',), ('Ned Beatty',), ('Greta Lind',)"
Sylvain Chomet,"('Michèle Caucheteux',), ('Jean-Claude Donda',), ('Michel Robin',), ('Monica Viegas',)"
Jeremy Saulnier,"('Macon Blair',), ('Devin Ratray',), ('Amy Hargreaves',), ('Kevin Kolack',)"
Paul Hunter,"('Chow Yun-Fat',), ('Seann William Scott',), ('Jaime King',), ('Karel Roden',)"
Jon Amiel,"('Sigourney Weaver',), ('Holly Hunter',), ('Dermot Mulroney',), ('William McNamara',)"
Yash Chopra,"('Shah Rukh Khan',), ('Katrina Kaif',), ('Anushka Sharma',), ('Anupam Kher',)"
David Cronenberg,"('James Spader',), ('Holly Hunter',), ('Elias Koteas',), ('Deborah Kara Unger',)"
Chris Kentis,"('Blanchard Ryan',), ('Daniel Travis',), ('Saul Stein',), ('Michael E. Williamson',)"
Oliver Stone,"('Sean Penn',), ('Jennifer Lopez',), ('Nick Nolte',), ('Billy Bob Thornton',)"
Dave Filoni,"('Matt Lanter',), ('Nika Futterman',), ('Tom Kane',), ('Ashley Eckstein',)"
David S. Goyer,"('Odette Annable',), ('Gary Oldman',), ('Cam Gigandet',), ('Meagan Good',)"
Clark Johnson,"('Michael Douglas',), ('Kiefer Sutherland',), ('Kim Basinger',), ('Eva Longoria',)"
Akira Kurosawa,"('Takashi Shimura',), ('Nobuo Kaneko',), (""Shin'ichi Himori"",), ('Haruo Tanaka',)"
Alfred Hitchcock,"('James Stewart',), ('Doris Day',), ('Brenda de Banzie',), ('Bernard Miles',)"
Roland Joffé,"('Sam Waterston',), ('Haing S. Ngor',), ('John Malkovich',), ('Julian Sands',)"
David Lynch,"('Karolina Gruszka',), ('Krzysztof Majchrzak',), ('Grace Zabriskie',), ('Laura Dern',)"
Shari Springer Berman,"('Robert Pulcini',), ('Paul Giamatti',), ('Shari Springer Berman',), ('Harvey Pekar',)"
Steve Barron,"('Dan Aykroyd',), ('Jane Curtin',), ('Robert Knott',), ('Jonathan Penner',)"
Henri-Georges Clouzot,"('Simone Signoret',), ('Véra Clouzot',), ('Paul Meurisse',), ('Charles Vanel',)"
Dominic Sena,"('Brad Pitt',), ('Juliette Lewis',), ('Kathy Larson',), ('David Milford',)"
Zal Batmanglij,"('Brit Marling',), ('Alexander Skarsgård',), ('Elliot Page',), ('Toby Kebbell',)"
Robert Altman,"('Tim Robbins',), ('Greta Scacchi',), ('Fred Ward',), ('Whoopi Goldberg',)"
Geoffrey Sax,"('Michael Keaton',), ('Deborah Kara Unger',), ('Ian McNeice',), ('Chandra West',)"
Robert Redford,"('Craig Sheffer',), ('Brad Pitt',), ('Tom Skerritt',), ('Brenda Blethyn',)"
John Milius,"('Patrick Swayze',), ('C. Thomas Howell',), ('Lea Thompson',), ('Charlie Sheen',)"
Tony Gilroy,"('Julia Roberts',), ('Clive Owen',), ('Tom Wilkinson',), ('Paul Giamatti',)"
Joe Dante,"('Dennis Quaid',), ('Martin Short',), ('Meg Ryan',), ('Kevin McCarthy',)"
Rian Johnson,"('Rachel Weisz',), ('Adrien Brody',), ('Mark Ruffalo',), ('Rinko Kikuchi',)"
Rob Thomas,"('Kristen Bell',), ('Jason Dohring',), ('Enrico Colantoni',), ('Christopher Lowell',)"
